method,mode,converged,iters,gibbs_calls,warmup_gibbs_calls,total_with_warm_gibbs,time_sec,warmup_time_sec,total_with_warm_time_sec,final_F_marg,final_e_tr,final_trace_sum,final_cost,stage_gibbs_calls,stage_iters,eps_schedule,small_kind,small_case,N,seed,paper79_label,eps_final,eps0,q,max_inner,warm_method,warm_variant,source_file,source_root
MD-Sinkhorn (M=5),cold,False,100000,21668,0,21668,151.89596939086914,0.0,151.89596939086914,2.8902752154805943e-08,9.998000316004878e-05,0.0005808455400265,-0.9661241272547824,,,,random,mixed,6,0,small_random_mixed_N6_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=5),hpc_warm_qubit_mixed_N6N7/N6/random_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=5),warm_matched,False,100000,1,13762,13763,91.81364274024963,126.81593036651611,218.62957310676572,2.9372122376271066e-08,9.985302999288256e-05,0.0005861350338287,-0.966122970863324,28;205;1381;12148,2;7;46;100000,1.0;0.1;0.01;0.001,random,mixed,6,0,small_random_mixed_N6_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=5),hpc_warm_qubit_mixed_N6N7/N6/random_mixed_seed0_warm_eps1em03.csv,warm
KL descent (eta=eps/N),cold,True,41640,41641,0,41641,869.5312411785126,0.0,869.5312411785126,9.999148517650837e-09,9.10710168221529e-05,0.0002804380887388,-0.9793814346531328,,,,ising,mixed,7,0,small_ising_mixed_N7_seed0,0.001,1.0,10.0,100000,matched,KL descent (eta=eps/N),hpc_warm_qubit_mixed_N6N7/N7/ising_mixed_seed0_warm_eps1em03.csv,warm
KL descent (eta=eps/N),warm_matched,True,1,2,99704,99706,0.0259172916412353,2660.3882546424866,2660.414171934128,9.99901091979563e-09,2.639593675838811e-05,5.126435928845021e-05,-0.9793758694720784,31;247;2050;97376,30;246;2049;97375,1.0;0.1;0.01;0.001,ising,mixed,7,0,small_ising_mixed_N7_seed0,0.001,1.0,10.0,100000,matched,KL descent (eta=eps/N),hpc_warm_qubit_mixed_N6N7/N7/ising_mixed_seed0_warm_eps1em03.csv,warm
KL descent (eta=eps),cold,False,100000,100001,0,100001,3121.2144496440887,0.0,3121.2144496440887,1.2382086750790462,0.8091051669488316,3.322706838036546,-0.996090247059852,,,,ising,mixed,7,0,small_ising_mixed_N7_seed0,0.001,1.0,10.0,100000,matched,KL descent (eta=eps),hpc_warm_qubit_mixed_N6N7/N7/ising_mixed_seed0_warm_eps1em03.csv,warm
KL descent (eta=eps),warm_matched,False,100000,100001,300007,400008,3101.603182554245,9333.897342205048,12435.500524759293,1.2382086703519852,0.809105165597945,3.322706832435732,-0.9960902470282376,4;100001;100001;100001,3;100000;100000;100000,1.0;0.1;0.01;0.001,ising,mixed,7,0,small_ising_mixed_N7_seed0,0.001,1.0,10.0,100000,matched,KL descent (eta=eps),hpc_warm_qubit_mixed_N6N7/N7/ising_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=1),cold,False,100000,21699,0,21699,910.7062883377076,0.0,910.7062883377076,3.47254547351639e-08,9.983118456274864e-05,0.0004857291463599,-0.9793852606068087,,,,ising,mixed,7,0,small_ising_mixed_N7_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=1),hpc_warm_qubit_mixed_N6N7/N7/ising_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=1),warm_matched,False,100000,1,24614,24615,308.1182391643524,986.459893465042,1294.5781326293943,1.776296605970204e-07,9.998332699637062e-05,0.0005970965704101,-0.9793838371577976,18;138;1508;22950,3;23;217;100000,1.0;0.1;0.01;0.001,ising,mixed,7,0,small_ising_mixed_N7_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=1),hpc_warm_qubit_mixed_N6N7/N7/ising_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=2),cold,False,100000,22035,0,22035,925.8955955505372,0.0,925.8955955505372,2.4997856708754425e-08,9.989481878447393e-05,0.0004491849119353,-0.9793844044439616,,,,ising,mixed,7,0,small_ising_mixed_N7_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=2),hpc_warm_qubit_mixed_N6N7/N7/ising_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=2),warm_matched,False,100000,1,15119,15120,227.74041152000427,664.4982340335846,892.2386455535889,1.782979189047734e-07,9.999323268268696e-05,0.000605669451081,-0.9793840139522648,22;146;1885;13066,3;13;142;100000,1.0;0.1;0.01;0.001,ising,mixed,7,0,small_ising_mixed_N7_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=2),hpc_warm_qubit_mixed_N6N7/N7/ising_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=5),cold,False,100000,25331,0,25331,871.9896008968353,0.0,871.9896008968353,7.849139948492045e-08,9.992285017479396e-05,0.0005384913564308,-0.9793806574493376,,,,ising,mixed,7,0,small_ising_mixed_N7_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=5),hpc_warm_qubit_mixed_N6N7/N7/ising_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=5),warm_matched,False,100000,1,5778,5779,213.0077142715454,358.8178038597107,571.8255181312561,1.7578006415656533e-07,9.999763605295088e-05,0.0005523088100271,-0.9793828088722416,22;293;2095;3368,3;13;110;100000,1.0;0.1;0.01;0.001,ising,mixed,7,0,small_ising_mixed_N7_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=5),hpc_warm_qubit_mixed_N6N7/N7/ising_mixed_seed0_warm_eps1em03.csv,warm
KL descent (eta=eps/N),cold,True,33054,33055,0,33055,413.5577039718628,0.0,413.5577039718628,9.998386010908704e-09,7.565334905665659e-05,0.0003591537371536,-0.9891826934075404,,,,random,mixed,7,0,small_random_mixed_N7_seed0,0.001,1.0,10.0,100000,matched,KL descent (eta=eps/N),hpc_warm_qubit_mixed_N6N7/N7/random_mixed_seed0_warm_eps1em03.csv,warm
KL descent (eta=eps/N),warm_matched,True,1,2,25010,25012,0.01092529296875,314.32811093330383,314.3390362262726,9.993346472503051e-09,7.310700623618128e-05,0.0003580482091572,-0.9891831775711678,38;151;1609;23212,37;150;1608;23211,1.0;0.1;0.01;0.001,random,mixed,7,0,small_random_mixed_N7_seed0,0.001,1.0,10.0,100000,matched,KL descent (eta=eps/N),hpc_warm_qubit_mixed_N6N7/N7/random_mixed_seed0_warm_eps1em03.csv,warm
KL descent (eta=eps),cold,True,4720,4721,0,4721,59.81988978385925,0.0,59.81988978385925,9.983239241968286e-09,7.559825248285509e-05,0.0003588856940685,-0.9891826862180766,,,,random,mixed,7,0,small_random_mixed_N7_seed0,0.001,1.0,10.0,100000,matched,KL descent (eta=eps),hpc_warm_qubit_mixed_N6N7/N7/random_mixed_seed0_warm_eps1em03.csv,warm
KL descent (eta=eps),warm_matched,True,1,2,3567,3569,0.0114986896514892,45.33148288726807,45.34298157691956,9.973011758291365e-09,7.304048487770214e-05,0.0003576873453953,-0.9891831678367788,3;20;230;3314,2;19;229;3313,1.0;0.1;0.01;0.001,random,mixed,7,0,small_random_mixed_N7_seed0,0.001,1.0,10.0,100000,matched,KL descent (eta=eps),hpc_warm_qubit_mixed_N6N7/N7/random_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=1),cold,False,100000,29497,0,29497,442.46677708625793,0.0,442.46677708625793,3.5312636187214607e-08,9.99861783186296e-05,0.0006988479419871,-0.9891896715579998,,,,random,mixed,7,0,small_random_mixed_N7_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=1),hpc_warm_qubit_mixed_N6N7/N7/random_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=1),warm_matched,False,100000,1,21326,21327,103.24839925765993,345.1290023326874,448.3774015903473,3.52784855894427e-08,9.998809406056417e-05,0.0006986474534484,-0.9891911581968252,15;134;1590;19587,2;19;227;100000,1.0;0.1;0.01;0.001,random,mixed,7,0,small_random_mixed_N7_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=1),hpc_warm_qubit_mixed_N6N7/N7/random_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=2),cold,False,100000,29499,0,29499,487.9308471679688,0.0,487.9308471679688,3.5286318533259794e-08,9.9990358313785e-05,0.0006985882922256,-0.9891896651136688,,,,random,mixed,7,0,small_random_mixed_N7_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=2),hpc_warm_qubit_mixed_N6N7/N7/random_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=2),warm_matched,False,100000,1,21330,21331,103.59962558746338,362.3761281967163,465.9757537841797,3.5312772218493486e-08,9.999382823474402e-05,0.0006989818908283,-0.9891911925467664,23;139;1597;19571,2;10;114;100000,1.0;0.1;0.01;0.001,random,mixed,7,0,small_random_mixed_N7_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=2),hpc_warm_qubit_mixed_N6N7/N7/random_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=5),cold,False,100000,29499,0,29499,451.81550431251526,0.0,451.81550431251526,3.5268686745607974e-08,9.993699453698896e-05,0.0006984157473387,-0.9891896554324446,,,,random,mixed,7,0,small_random_mixed_N7_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=5),hpc_warm_qubit_mixed_N6N7/N7/random_mixed_seed0_warm_eps1em03.csv,warm
MD-Sinkhorn (M=5),warm_matched,False,100000,1,21316,21317,104.56487846374512,375.79942059516907,480.3642990589142,3.532493094462037e-08,9.996286908500992e-05,0.0006990832738071,-0.9891912493304558,29;141;1611;19535,2;4;46;100000,1.0;0.1;0.01;0.001,random,mixed,7,0,small_random_mixed_N7_seed0,0.001,1.0,10.0,100000,matched,MD-Sinkhorn (M=5),hpc_warm_qubit_mixed_N6N7/N7/random_mixed_seed0_warm_eps1em03.csv,warm
